Index	NumberPSM	Gene	MaxPepProb	Protein	Protein ID	Entry Name	Protein Description	Organism	Indistinguishable Proteins	ReferenceIntensity	_126	_127N	_127C	_128N	_128C	_129N	_129C	_130N	_130C	_131N	_131C	_132N	_132C	_133N	_133C	_134N
O14791	16	APOL1	1.0	sp|O14791|APOL1_HUMAN	O14791	APOL1_HUMAN	Apolipoprotein L1	Homo sapiens		29.1042828757377	29.044851789500804	29.582995046173554	28.715816050420578	29.362124601909837	29.37118083808867	29.403435877275026	29.423764285109222	29.47844157863845	29.778163082946023	29.133709631599782	29.00040940588066	28.621129837437667	30.202841495868253	NA	29.046695841022586	29.19863270187982
O14818	1	PSMA7	0.9928	sp|O14818|PSA7_HUMAN	O14818	PSA7_HUMAN	Proteasome subunit alpha type-7	Homo sapiens		18.942756764408742	19.20698141167983	19.01649861118251	18.72270728317616	18.539846006382252	18.20917310735784	19.16829813027207	19.01180572752037	17.38580935132325	18.51164740724058	19.022171297414683	19.508693825688812	20.28502572109039	NA	NA	19.150039592470073	18.868158928758607
O14950	4	MYL12B	1.0	sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	Myosin regulatory light chain 12B	Homo sapiens	sp|P19105|ML12A_HUMAN	24.662182281951242	24.62275460445958	22.436063065819212	24.724154006825025	21.04673416259411	22.058804917976527	25.296976908903748	23.936952742431885	22.131882303567334	24.02963955835757	21.33052250197868	26.666253578620033	NA	25.040349753681028	24.40460583428944	24.829499295223997	24.90729554230011
O14974	1	PPP1R12A	0.9822	sp|O14974|MYPT1_HUMAN	O14974	MYPT1_HUMAN	Protein phosphatase 1 regulatory subunit 12A	Homo sapiens		17.47376070355265	17.45778254716991	NA	16.954283977906158	NA	16.408896640146782	17.819339440955652	16.438648557849838	NA	NA	NA	17.720878331094973	NA	NA	NA	NA	NA
O15117	2	FYB1	0.9762	sp|O15117|FYB1_HUMAN	O15117	FYB1_HUMAN	FYN-binding protein 1	Homo sapiens		22.05633249595866	21.560207940693545	21.278645839188194	22.532885200286543	21.200551346702596	21.724991255810178	22.503331623652414	22.10316173873304	21.28015246159447	21.738895625876005	21.669257546623633	23.897692270902304	20.471015036291334	NA	NA	21.909477370853676	22.402098111474942
O15127	1	SCAMP2	0.998	sp|O15127|SCAM2_HUMAN	O15127	SCAM2_HUMAN	Secretory carrier-associated membrane protein 2	Homo sapiens		17.898744345510003	17.65623205068274	NA	16.78835826458355	NA	NA	17.71303788641459	16.3943705238919	NA	NA	NA	19.389624379828607	NA	NA	NA	17.191387217480873	16.989992521942575
O15143	2	ARPC1B	0.9955	sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	Actin-related protein 2/3 complex subunit 1B	Homo sapiens		20.573770797597984	20.84397913146725	19.43313145557397	20.740088427584787	NA	NA	20.500259242184896	19.745514858008466	19.220538628942663	20.597137376406256	19.484719681325885	21.35406800318915	20.11448692463466	NA	NA	19.24430858047401	19.874034177633288
O15144	2	ARPC2	0.9768	sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	Actin-related protein 2/3 complex subunit 2	Homo sapiens		22.002610601136244	22.9518779759022	21.090745286005564	21.980981913948856	20.024603542585414	19.565192164496153	22.196094096551132	21.470472926723616	20.691432111879287	21.92909007084895	20.413905525591	23.82975608939935	19.90933592552387	NA	NA	22.00089541132878	21.73156804889563
O15145	1	ARPC3	0.9986	sp|O15145|ARPC3_HUMAN	O15145	ARPC3_HUMAN	Actin-related protein 2/3 complex subunit 3	Homo sapiens		19.837214447930283	20.960909723148337	18.237527680262676	19.699721219434252	17.10513101006143	16.670114795865413	20.17203091295674	19.649890384205705	18.10687708383319	19.12044971452836	17.826369182031875	21.780184748455635	17.551402809222125	NA	NA	19.727886807015015	19.908674311166145
O15394	1	NCAM2	0.9871	sp|O15394|NCAM2_HUMAN	O15394	NCAM2_HUMAN	Neural cell adhesion molecule 2	Homo sapiens		18.337436330764966	18.215454889841762	18.667578125115018	18.58537437574663	18.751040523640484	18.806458140355954	18.247596954130593	18.77761841336801	18.98606652434463	18.457742882367747	18.60216307511149	18.0115852368811	18.32646599476255	NA	NA	18.183553127813564	18.397798869428126
O15511	2	ARPC5	0.9834	sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	Actin-related protein 2/3 complex subunit 5	Homo sapiens		20.280433818504637	20.773495279568696	19.23270153098461	20.287337293311285	18.85161754926882	18.989909637508447	20.296015280163083	20.052064751581096	19.62471959584382	19.574198827606587	19.140680522452307	21.873249864586587	18.120097806305438	21.14778664348698	NA	20.144980857932943	20.33590928421338
O43157	4	PLXNB1	1.0	sp|O43157|PLXB1_HUMAN	O43157	PLXB1_HUMAN	Plexin-B1	Homo sapiens		21.78246635336889	22.02483619403182	21.821098382608042	21.123959777801932	22.019972425994943	22.48488469434635	21.971752467963583	21.644099585844877	22.216920450128534	21.605663090346095	21.908830642829006	21.129998421315044	22.217005853303647	NA	NA	22.211044828664743	21.941017522599985
O43166	1	SIPA1L1	0.9959	sp|O43166|SI1L1_HUMAN	O43166	SI1L1_HUMAN	Signal-induced proliferation-associated 1-like protein 1	Homo sapiens		23.000316020359946	22.76298841820523	22.84788879684119	23.121590913248674	23.919273180849547	23.57607052649019	23.07068567453229	21.37121131311157	24.20124022545719	23.699319433179898	23.997612654799454	21.75798725863409	23.34159230063958	NA	NA	22.563065924513957	22.066575871455814
O43242	2	PSMD3	0.9969	sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	26S proteasome non-ATPase regulatory subunit 3	Homo sapiens		19.159676760621853	19.602980192490687	18.80572299885177	19.221429882790396	18.521679780702446	18.593431622190767	18.9082443614507	19.167344046342368	18.389987635939303	19.285133539701686	18.091089212643915	20.586874856279305	18.892545971093195	NA	NA	19.22630282836452	19.49855723190279
O43294	2	TGFB1I1	1.0	sp|O43294|TGFI1_HUMAN	O43294	TGFI1_HUMAN	Transforming growth factor beta-1-induced transcript 1 protein	Homo sapiens		21.02942943774068	20.57704296470443	NA	19.599887622590185	NA	NA	20.371490637810915	20.0867268619902	20.50911568861851	NA	NA	21.75872170963122	NA	NA	NA	NA	20.607558912312378
O43396	1	TXNL1	0.9991	sp|O43396|TXNL1_HUMAN	O43396	TXNL1_HUMAN	Thioredoxin-like protein 1	Homo sapiens		19.819857096748912	20.580606404606492	19.78047187137048	19.771645100840875	18.7900209178332	19.304287955832127	20.133312520498958	19.919395093154233	19.470240490241174	19.78235919773078	19.405123364654195	21.00081019157415	18.755136242092878	NA	NA	20.067478981752476	19.26178365585095
O43399	1	TPD52L2	0.9919	sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	Tumor protein D54	Homo sapiens		18.399902058210266	19.192368741539156	16.447966614671955	18.082280707534927	NA	NA	18.469603896364237	18.022675112438723	17.590559317805496	16.604890167629435	NA	19.53331949547823	NA	NA	NA	18.03852230574996	17.638414993362215
O43488	2	AKR7A2	0.9958	sp|O43488|ARK72_HUMAN	O43488	ARK72_HUMAN	Aflatoxin B1 aldehyde reductase member 2	Homo sapiens		21.01947760109137	20.75115002940505	NA	19.531782690176726	NA	NA	20.817438492274274	19.903934585464764	NA	20.032900449087176	NA	21.919862886025562	NA	NA	NA	20.221330360925375	20.257993933090255
O43493	1	TGOLN2	0.9993	sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	Trans-Golgi network integral membrane protein 2	Homo sapiens		19.982947731606792	19.600446261100412	20.16218717187593	20.14368781802964	20.36411774720076	20.935648880366738	19.504104663223334	20.020137051415194	20.603257335456583	20.189650167176918	20.486281615480788	19.35341519580359	20.776451933400164	NA	NA	20.00947779823443	19.778701054258768
O43505	2	B4GAT1	1.0	sp|O43505|B4GA1_HUMAN	O43505	B4GA1_HUMAN	Beta-1,4-glucuronyltransferase 1	Homo sapiens		20.61804796617286	20.418869833404038	20.592570017792927	20.966424240011854	21.406561530212574	21.071812061377976	20.385403405670885	20.663436433671905	20.86453991223106	20.72441941304126	20.760071833703467	20.503182521359403	20.61804796617286	NA	NA	20.711069084956616	20.26364598304774
O43639	1	NCK2	0.9767	sp|O43639|NCK2_HUMAN	O43639	NCK2_HUMAN	Cytoplasmic protein NCK2	Homo sapiens		17.030205337003704	16.753335026780356	NA	NA	NA	NA	16.42294587084843	15.924680431026111	NA	NA	NA	17.18172051674663	NA	NA	NA	NA	NA
O43665	1	RGS10	0.9995	sp|O43665|RGS10_HUMAN	O43665	RGS10_HUMAN	Regulator of G-protein signaling 10	Homo sapiens		22.278397276466578	21.628392583587328	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8847598456243	NA	NA	NA	NA	NA
O43707	3	ACTN4	0.9997	sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	Alpha-actinin-4	Homo sapiens		20.707534208829337	20.963743969374324	19.476034295011676	20.640814743567333	18.53558187517876	18.93206054965873	21.412614274789124	20.165170459475156	19.445162025558158	20.13347950612176	19.081378397330948	22.619669816380274	19.285211049084577	20.703594518801353	21.37466820180566	20.64903637738403	21.19173551805741
O43768	1	ENSA	0.9799	sp|O43768|ENSA_HUMAN	O43768	ENSA_HUMAN	Alpha-endosulfine	Homo sapiens		18.985501165807815	20.121559634217153	19.192256044673073	18.548320432069154	16.71572189735258	NA	18.393046203446506	18.932955927378714	18.924892011551233	18.820208330936232	17.04699337400371	20.176255429276512	17.290502935790958	NA	NA	19.07655639126025	18.70714130559395
O43852	1	CALU	0.9998	sp|O43852|CALU_HUMAN	O43852	CALU_HUMAN	Calumenin	Homo sapiens		19.304520348935906	20.43797279140296	18.918945618342978	19.24789366875526	19.315461555108303	17.244993205225352	19.286657091371673	18.948153781433707	18.533983744136076	19.904546674130195	18.329061359496535	20.387932827244587	17.566799958566307	NA	NA	19.16825494321249	19.279769966522718
O43866	10	CD5L	1.0	sp|O43866|CD5L_HUMAN	O43866	CD5L_HUMAN	CD5 antigen-like	Homo sapiens		30.068327381236035	29.87254678721606	31.51945552179867	30.03053034563598	30.72113194223406	30.91259483040382	28.98011963338355	30.181988541459255	30.424585527920122	30.617565065725543	30.432007953999705	29.511572950460437	29.28441334725327	29.697832117547037	31.27678400095376	29.865135997586886	30.121411863524433
O60234	1	GMFG	0.9818	sp|O60234|GMFG_HUMAN	O60234	GMFG_HUMAN	Glia maturation factor gamma	Homo sapiens		20.538104036605013	19.585680937119662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60462	1	NRP2	0.9809	sp|O60462|NRP2_HUMAN	O60462	NRP2_HUMAN	Neuropilin-2	Homo sapiens		21.11339991847615	NA	NA	NA	NA	21.70797617930499	NA	20.83134490971954	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60493	1	SNX3	0.9924	sp|O60493|SNX3_HUMAN	O60493	SNX3_HUMAN	Sorting nexin-3	Homo sapiens		19.22151986151697	18.26909676203162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60610	1	DIAPH1	0.9933	sp|O60610|DIAP1_HUMAN	O60610	DIAP1_HUMAN	Protein diaphanous homolog 1	Homo sapiens		19.6898333650547	20.753134219536747	19.31053036650907	19.63837600612757	17.751050383163516	18.228836730616298	19.970643581982724	19.759745793397578	18.65658207015408	19.72079562656419	18.152716887521326	21.063882409462103	17.050034920951482	NA	NA	19.85037046795521	19.981790552494974
O60669	1	SLC16A7	0.9834	sp|O60669|MOT2_HUMAN	O60669	MOT2_HUMAN	Monocarboxylate transporter 2	Homo sapiens		20.091385151255643	18.53227832981449	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.506620843685113	NA	NA	NA	NA	NA
O75015	2	FCGR3B	0.9998	sp|O75015|FCG3B_HUMAN	O75015	FCG3B_HUMAN	Low affinity immunoglobulin gamma Fc region receptor III-B	Homo sapiens		20.282712461610146	19.877673594290805	20.292622505871304	19.197319162193775	21.052963693696167	21.57043457736914	19.649044914790558	19.640879076844328	21.69154300631133	NA	18.221322911622874	18.591391370204388	21.522756435332518	NA	NA	19.616870489167308	19.513433696654857
O75083	6	WDR1	1.0	sp|O75083|WDR1_HUMAN	O75083	WDR1_HUMAN	WD repeat-containing protein 1	Homo sapiens		21.997628680322247	22.980135881685825	21.399330041083047	21.87278666547134	19.789371244449246	19.863613367205325	21.957590875734496	21.936375552047704	21.17353169903291	21.238450262701928	20.227190165164235	23.53590570059676	19.025660433248174	NA	NA	21.550319684060263	21.94140195520056
O75116	2	ROCK2	0.9999	sp|O75116|ROCK2_HUMAN	O75116	ROCK2_HUMAN	Rho-associated protein kinase 2	Homo sapiens		21.191521797566256	21.52363868116096	NA	20.807196507777466	19.709550705228573	20.038576691204884	21.673006582459156	21.195158563148958	20.700107734493944	21.416644395166013	NA	21.63896391842022	20.159212839284823	NA	NA	21.030515024275402	20.096611194297083
O75144	1	ICOSLG	1.0	sp|O75144|ICOSL_HUMAN	O75144	ICOSL_HUMAN	ICOS ligand	Homo sapiens		21.126543160712327	21.3307712138747	20.89686813222033	20.903284569380357	20.851347869564712	21.10534089011314	20.874019787706988	21.759060140999757	21.596358222763396	21.842324564569267	21.127897992350704	20.042084136561098	21.738680716534308	NA	NA	20.985978611369564	NA
O75223	1	GGCT	0.9956	sp|O75223|GGCT_HUMAN	O75223	GGCT_HUMAN	Gamma-glutamylcyclotransferase	Homo sapiens		18.825709919013452	18.607539467560546	18.355498803140723	18.61781526354704	19.014389229813805	18.064247752104862	17.94342853560889	19.151185716569252	18.699600181150146	17.88651166231448	19.50646115401625	19.035045455607925	20.590627614922933	NA	NA	18.6818676093554	18.883454734691185
O75339	1	CILP	0.9966	sp|O75339|CILP1_HUMAN	O75339	CILP1_HUMAN	Cartilage intermediate layer protein 1	Homo sapiens		18.669674637048452	18.242365239254745	18.668982071816266	18.91318947888436	19.113666400380925	18.44917561800938	18.71493704772274	19.767487187143427	18.604260692517922	18.701953187359788	18.20322251517016	17.989006390949676	19.185298282233774	NA	NA	18.784765328934835	19.397501408141114
O75340	1	PDCD6	0.9876	sp|O75340|PDCD6_HUMAN	O75340	PDCD6_HUMAN	Programmed cell death protein 6	Homo sapiens		18.016881993716545	17.247252562985135	NA	18.466185422583436	NA	NA	NA	NA	18.151371911860885	NA	NA	NA	18.035190264586436	NA	NA	NA	NA
O75368	1	SH3BGRL	0.9968	sp|O75368|SH3L1_HUMAN	O75368	SH3L1_HUMAN	Adapter SH3BGRL	Homo sapiens		20.663310292814934	21.327873033617664	19.487938938276827	19.260623757749975	19.718414305780396	NA	20.829532627068318	20.844522427742636	21.273881067718175	NA	19.787838610328553	21.390911889684663	NA	NA	NA	20.75321840022535	19.868495190764666
O75563	3	SKAP2	1.0	sp|O75563|SKAP2_HUMAN	O75563	SKAP2_HUMAN	Src kinase-associated phosphoprotein 2	Homo sapiens		20.15301774799789	20.05693527465489	19.795984882143205	19.867836417714607	NA	18.35202320214984	20.179243486608776	19.54318658644753	19.800648449415554	19.44565912976209	NA	21.627421465105762	18.142973683070544	NA	20.685371583436286	19.894029185902856	18.943788336406026
O75608	2	LYPLA1	0.998	sp|O75608|LYPA1_HUMAN	O75608	LYPA1_HUMAN	Acyl-protein thioesterase 1	Homo sapiens		20.0696396069912	20.73316256237591	20.36192443601851	19.817130734921662	19.454166902090915	18.73742146199543	19.433994266806017	20.00504610718194	20.07295861219305	19.333855070090443	19.25374716244692	21.10490326095492	19.76647286376958	NA	NA	19.957320326465368	19.928533791717218
O75636	9	FCN3	1.0	sp|O75636|FCN3_HUMAN	O75636	FCN3_HUMAN	Ficolin-3	Homo sapiens		26.824712748773315	26.71593674141668	27.48875425400167	27.06053962771499	26.474522395780767	27.077369164584397	26.967044938456418	26.925424715196858	25.98849302770019	27.24158138326916	27.324963794125814	26.701899340900034	27.41556400479196	NA	NA	26.71502745910001	26.601837691419156
O75874	5	IDH1	0.9986	sp|O75874|IDHC_HUMAN	O75874	IDHC_HUMAN	Isocitrate dehydrogenase [NADP] cytoplasmic	Homo sapiens		22.69051585331794	22.961528011441988	22.323485183324394	22.23907405359368	21.57998124112577	21.66518181858398	22.401368659162785	22.79010571923497	22.466903232797094	22.486203942239147	21.774882029496922	22.917756500366043	23.287245901057737	NA	NA	22.866750255327037	22.878500931630445
O75882	22	ATRN	1.0	sp|O75882|ATRN_HUMAN	O75882	ATRN_HUMAN	Attractin	Homo sapiens		27.8550800975246	28.066435263520898	27.68854118115452	27.900093909251346	28.15180138942565	28.14395911519979	27.702051519265396	28.062268535492443	28.114953755902025	28.153736985739545	28.111566865845003	27.40488392763624	28.544365787732985	NA	26.88054950171984	27.91492899477657	27.831839933981996
O75915	1	ARL6IP5	0.9082	sp|O75915|PRAF3_HUMAN	O75915	PRAF3_HUMAN	PRA1 family protein 3	Homo sapiens		20.818775632231457	18.913537415960814	NA	NA	NA	NA	20.409817828395298	NA	NA	NA	NA	21.50190869275334	NA	NA	NA	NA	NA
O75955	1	FLOT1	0.9996	sp|O75955|FLOT1_HUMAN	O75955	FLOT1_HUMAN	Flotillin-1	Homo sapiens		20.0690691202449	NA	NA	NA	NA	NA	NA	19.789551997417888	20.173336020505104	NA	NA	20.326078677716733	NA	NA	NA	NA	NA
O75976	1	CPD	0.9815	sp|O75976|CBPD_HUMAN	O75976	CBPD_HUMAN	Carboxypeptidase D	Homo sapiens		16.368322435446586	16.325739281920395	NA	16.593942254660046	16.327620005020894	17.06286022642558	15.921430645858335	16.229265684140486	17.232169400430628	16.068194261078606	16.68654891115376	15.866555541396233	16.58449681440792	NA	NA	NA	16.54784099532292
O76061	1	STC2	0.9984	sp|O76061|STC2_HUMAN	O76061	STC2_HUMAN	Stanniocalcin-2	Homo sapiens		17.761176564054907	17.19166705622161	18.17269752427651	17.887462247929463	18.352535126688288	17.896723816456404	18.135995442651456	18.070367067651986	17.999171745962624	17.939904814435447	18.431406263798387	17.452646177722404	18.379245376256478	NA	NA	17.178694162697177	17.661844243469947
O76076	1	CCN5	0.9997	sp|O76076|CCN5_HUMAN	O76076	CCN5_HUMAN	CCN family member 5	Homo sapiens		21.092296794030386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.204732178930758	NA	NA	NA	NA
O94919	3	ENDOD1	1.0	sp|O94919|ENDD1_HUMAN	O94919	ENDD1_HUMAN	Endonuclease domain-containing 1 protein	Homo sapiens		21.498496543067493	20.753636216565443	20.506419987160967	21.8596192529339	20.706113284809856	20.55578744029104	21.62001182768624	21.584818865344428	20.57961201118629	21.670569300681585	19.56521463065582	22.633422790077667	19.838728795822856	NA	NA	21.63321580747764	22.052766145659845
O95197	1	RTN3	0.9967	sp|O95197|RTN3_HUMAN	O95197	RTN3_HUMAN	Reticulon-3	Homo sapiens		20.091778849174965	20.184125375046545	17.71083218574449	20.49259537288737	17.62071789158496	18.17536780708941	20.909342535435695	19.82843910396662	18.091477419462812	20.093497984566575	17.939133168529587	22.306822906926556	17.13862735438931	NA	NA	20.402356855945282	20.35668203073361
O95445	12	APOM	1.0	sp|O95445|APOM_HUMAN	O95445	APOM_HUMAN	Apolipoprotein M	Homo sapiens		28.627838525565327	28.49430292323485	28.78741667915495	28.144812470979495	28.977141674247786	28.964602391795793	28.797346109144275	28.54606082427195	28.67682605058168	29.433312827272122	28.67348149842011	28.919849825575433	28.556652924665766	NA	NA	28.635617813427142	28.724617678076044
O95479	4	H6PD	1.0	sp|O95479|G6PE_HUMAN	O95479	G6PE_HUMAN	GDH/6PGL endoplasmic bifunctional protein	Homo sapiens		21.970797598941083	21.914964429215065	21.888698234215042	22.144892751171586	22.195123965996594	22.25671709992239	22.260876313572886	21.874863071982315	21.94313566149229	21.85338539791934	22.079816995453495	21.411340948044096	23.263790044966452	NA	21.948455002998337	22.157156031120525	22.086129760263265
O95497	7	VNN1	1.0	sp|O95497|VNN1_HUMAN	O95497	VNN1_HUMAN	Pantetheinase	Homo sapiens		24.224131100579797	24.103732670017322	24.790219398395454	22.73425158461203	24.238737229463457	23.647120623683005	24.18506354823452	25.102856654276028	24.226204673161885	25.038936972920855	25.080654009557993	23.219611962548676	24.890197929133766	23.2755756946012	NA	24.104779373238852	24.170205503348807
O95810	6	CAVIN2	1.0	sp|O95810|CAVN2_HUMAN	O95810	CAVN2_HUMAN	Caveolae-associated protein 2	Homo sapiens		23.48515342350259	24.228580435120872	22.061304137398302	23.715490047764746	21.25475362792859	21.805818680767295	23.79081996244589	23.080889457972287	21.31022951077232	22.741280147107506	21.192440410902925	25.029044956138303	20.73764930105257	23.926709966611543	22.376016370439494	23.762063506156004	23.579414373814934
